[2023-11-28T13:24:14.733+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [queued]>
[2023-11-28T13:24:14.741+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [queued]>
[2023-11-28T13:24:14.741+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2023-11-28T13:24:14.754+0000] {taskinstance.py:1382} INFO - Executing <Task(PythonOperator): transform_data> on 2023-11-27 00:00:00+00:00
[2023-11-28T13:24:14.761+0000] {standard_task_runner.py:57} INFO - Started process 6762 to run task
[2023-11-28T13:24:14.764+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'ETL_Pipeline', 'transform_data', 'scheduled__2023-11-27T00:00:00+00:00', '--job-id', '523', '--raw', '--subdir', 'DAGS_FOLDER/ETL_Pipeline.py', '--cfg-path', '/tmp/tmps2vtm4o8']
[2023-11-28T13:24:14.766+0000] {standard_task_runner.py:85} INFO - Job 523: Subtask transform_data
[2023-11-28T13:24:14.805+0000] {task_command.py:416} INFO - Running <TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [running]> on host 4012deabc79b
[2023-11-28T13:24:14.877+0000] {taskinstance.py:1662} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='ETL_Pipeline' AIRFLOW_CTX_TASK_ID='transform_data' AIRFLOW_CTX_EXECUTION_DATE='2023-11-27T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2023-11-27T00:00:00+00:00'
[2023-11-28T13:24:14.884+0000] {logging_mixin.py:154} WARNING -  Scraping Progress:   0%|          | 0/669 [00:00<?, ?it/s]
[2023-11-28T13:55:12.354+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /politics/49v0j2rrbh (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/politics/49v0j2rrbh
[2023-11-28T13:55:12.355+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/pc1b1c3flc (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/pc1b1c3flc
[2023-11-28T13:55:12.357+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /world/india/foc3sndxuj (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/world/india/foc3sndxuj
[2023-11-28T13:55:12.358+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/capital/33tb2agcqp (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/capital/33tb2agcqp
[2023-11-28T13:55:12.359+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /entertainment/hollywood/jgt5xh3eas (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/entertainment/hollywood/jgt5xh3eas
[2023-11-28T13:55:12.360+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/c9q2mclvxd (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/c9q2mclvxd
[2023-11-28T13:55:12.362+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/lutxwwyuqi (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/lutxwwyuqi
[2023-11-28T13:55:12.363+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/f8423k22vp (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/f8423k22vp
[2023-11-28T13:55:12.364+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /sports/cricket/quk4zctfnm (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/sports/cricket/quk4zctfnm
[2023-11-28T13:55:12.366+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /opinion/column/er0jnvsj54 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/opinion/column/er0jnvsj54
[2023-11-28T13:55:12.368+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/mtu14n0h44 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/mtu14n0h44
[2023-11-28T13:55:12.369+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /chakri/employment/f7ou7bx6br (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/chakri/employment/f7ou7bx6br
[2023-11-28T13:55:12.370+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/dm3823orfa (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/dm3823orfa
[2023-11-28T13:55:12.371+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /business/personal-finance/h1gxwwbjng (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/business/personal-finance/h1gxwwbjng
[2023-11-28T13:55:12.373+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /sports/football/47yt34i9d7 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/sports/football/47yt34i9d7
[2023-11-28T13:55:12.374+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /world/pakistan/bqlewu9pjz (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/world/pakistan/bqlewu9pjz
[2023-11-28T13:55:12.376+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/9h60dw82zu (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/9h60dw82zu
[2023-11-28T13:55:12.377+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.haal.fashion', port=443): Max retries exceeded with url: /food/lhyh744d9p (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.haal.fashion/food/lhyh744d9p
[2023-11-28T13:55:12.378+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /religion/islam/augnnbpj62 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/religion/islam/augnnbpj62
[2023-11-28T13:55:12.379+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /lifestyle/recipe/b2n8iu58tl (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/lifestyle/recipe/b2n8iu58tl
[2023-11-28T13:55:12.381+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /business/analysis/dn0t9nbslz (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/business/analysis/dn0t9nbslz
[2023-11-28T13:55:12.382+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/jb8grjqvxb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/jb8grjqvxb
[2023-11-28T13:55:12.383+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /video/beauty/539vu7d9gi (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/video/beauty/539vu7d9gi
[2023-11-28T13:55:12.385+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /education/higher-education/6arsow2e6j (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/education/higher-education/6arsow2e6j
[2023-11-28T13:55:12.386+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /entertainment/tollywood/zjme7jw9iu (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/entertainment/tollywood/zjme7jw9iu
[2023-11-28T13:55:12.387+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/x38tugo2o3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/x38tugo2o3
[2023-11-28T13:55:12.388+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /sports/cricket/xarn9hnhz7 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/sports/cricket/xarn9hnhz7
[2023-11-28T13:55:12.390+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/8mag6om7n8 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/8mag6om7n8
[2023-11-28T13:55:12.391+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /chakri/chakri-news/loogq7ox37 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/chakri/chakri-news/loogq7ox37
[2023-11-28T13:55:12.392+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/6tp7jzr5uj (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/6tp7jzr5uj
[2023-11-28T13:55:12.393+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/8yp1ecvv3o (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e370>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/8yp1ecvv3o
[2023-11-28T13:55:12.395+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/district/rl80ivd2d9 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e9a0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/district/rl80ivd2d9
[2023-11-28T13:55:12.396+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.prothomalo.com', port=443): Max retries exceeded with url: /bangladesh/osvjpct75i (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e819e1c0>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.prothomalo.com/bangladesh/osvjpct75i
